

Run Date,Action,Symbol,Description,Type,Exchange Quantity,Exchange Currency,Quantity,Currency,Price,Exchange Rate,Commission,Fees,Accrued Interest,Amount,Cash Balance,Settlement Date
06/05/2025,"DEBIT CARD PURCHASE UBER *ONE MEMBERSHIP UBER.COM/BILL CA06042524036294VLPDJT (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.99,5073.92,
06/05/2025,"DEBIT CARD PURCHASE POS4208 PAYPAL *PYPL P San Jose CA06032524251314VF6JVN (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-164.34,5083.91,
06/04/2025,"DEBIT CARD PURCHASE 7-ELEVEN 10634 MANASSAS VA06012524034544T007FE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.54,2427.73,
06/04/2025,"DEBIT CARD PURCHASE Amazon.com*N667P6331 AMZN.COM/BILL WA06022524692164T34DZS (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.32,2432.27,
06/04/2025,"DEBIT CARD PURCHASE Amazon.com*NN9R85YU0 AMZN.COM/BILL WA06022524692164T341Y7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.1,2439.59,
06/04/2025,"DEBIT CARD PURCHASE Amazon web services aws.amazon.co WA06022524692164T34BZQ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-17.34,2448.69,
06/04/2025,"DEBIT CARD PURCHASE Amazon.com*N642C7J51 Amzn.com/bill WA06022524692164T34GE3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-57.56,2466.03,
06/03/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05302524431054P4FYV6 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,2570.95,
06/03/2025,"CASH ADVANCE ATM0006 7800 CENTREVIL MANASSAS VA06012574251314T06GSW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-60,2601.17,
06/03/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA06012524248184R00365 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-200,2661.17,
06/02/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05292524431054N4FG26 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,2862.01,
06/02/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05282524431054M4F1V9 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,2864.59,
05/30/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05272524431054L4EKBT (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.22,3803.04,
05/30/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NN13B3AK0 Amzn.com/bill WA05282524692164L30BLX (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-36.02,3890.26,
05/28/2025,"DEBIT CARD PURCHASE POS4UKU ELITE MART CIT MANASSAS PAR VA05242524251314KF6JVK (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-69.39,4261.12,
05/28/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NZ5H979Q0 Amzn.com/bill WA05262524692164J2Y9PP (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-83.97,4330.51,
05/27/2025,"DEBIT CARD PURCHASE EXXON RAJ OIL COMPANY MANASSAS PARK VA05242524692164H2XDGE (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.29,5002.12,
05/27/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05212524431054E4Q4QJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-11.57,5007.41,
05/27/2025,"DEBIT CARD PURCHASE HOMETOWN TICKETING, IN 866-488-4849 OH05242524036294GMMPND (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-16.25,5018.98,
05/23/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05202524431054D4BMZY (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,6145.26,
05/22/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05192524431054Q4B7T0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,6507.47,
05/22/2025,"DEBIT CARD PURCHASE CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA05202524011344D2X493 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,6510.05,
05/22/2025,"DEBIT CARD PURCHASE POS0308 PAYPAL *PYPL P 8882211161 CA05212524251314DF6JVJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-41.97,6530.05,
05/21/2025,"DEBIT CARD PURCHASE Amazon.com*NW59897Q1 AMZN.COM/BILL WA05192524692164B320A5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-25.39,2251.76,
05/19/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA0516252443105494A109 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,2263.46,
05/19/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05152524431054849K7T (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,2266.04,
05/19/2025,"DEBIT CARD PURCHASE POSM6KE 7-ELEVEN Manassas VA051525242513148F6JVG (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-6.84,2268.62,
05/19/2025,"DEBIT CARD PURCHASE Spotify P36DC4FCF5 New York NY05172524388864902KWD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.99,2297.46,
05/19/2025,"DEBIT CARD PURCHASE GOOGLE *YouTubePremium g.co/helppay# CA0517252469216492ZZ66 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.99,2317.45,
05/19/2025,"DEBIT CARD PURCHASE GALLERY SHOP WASHINGTON DC0514252455916470VZ3B (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-23.34,2340.44,
05/16/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05132524431054648MA7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,2361.46,
05/15/2025,"DEBIT CARD PURCHASE PP*APPLE.COM/BILL 402-935-7733 CA05132524036384522SHJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-0.99,2364.03,
05/14/2025,"DEBIT CARD PURCHASE Amazon.com*NI4RB8BA1 Amzn.com/bill WA05122524692164435EYJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-6.73,3298.02,
05/14/2025,"DEBIT CARD PURCHASE Amazon.com*NW9YV0QE2 Amzn.com/bill WA05122524692164435EWQ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.29,3304.75,
05/14/2025,"DEBIT CARD PURCHASE Amazon.com*NI0ZA46S0 Amzn.com/bill WA05122524692164435ETZ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-14.95,3312.04,
05/14/2025,"DEBIT CARD PURCHASE Amazon.com*NW8YV4QX2 Amzn.com/bill WA05122524692164435EXS (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-17.14,3326.99,
05/14/2025,"DEBIT CARD PURCHASE NETFLIX.COM NETFLIX.COM CA051225246921644358PL (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-17.99,3344.13,
05/14/2025,"DEBIT CARD PURCHASE Amazon.com*NI5KD1BS1 Amzn.com/bill WA05122524692164435ES0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-44.61,3402.12,
05/13/2025,"DEBIT CARD PURCHASE PLEXINC*PASS MONTHLY PLEX.TV CA051125241164143MKWLY (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-6.99,3968.73,
05/13/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NI5EH5VF1 Amzn.com/bill WA05112524692164334WDS (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.83,3975.72,
05/13/2025,"DEBIT CARD PURCHASE CURSOR, AI POWERED IDE CURSOR.COM NY0512252401134442X5M2 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,3985.55,
05/13/2025,"DEBIT CARD PURCHASE PAYPAL *UBER EATS 402-935-7733 CA05112524036384322RS3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.92,4005.55,
05/13/2025,"DEBIT CARD PURCHASE FOOD LION #1383 MANASSAS VA05112524692164334X85 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-27.42,4028.47,
05/13/2025,"DEBIT CARD PURCHASE POS4208 PAYPAL *UBER E San Jose CA051125242513144F6JVF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-152.37,4055.89,
05/13/2025,"DEBIT CARD RETURN POS4208 PAYPAL *UBER E 8665761039 CA051125742513144F6JVF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,11.55,4208.26,
05/12/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA050725244310540461P5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4196.73,
05/12/2025,"DEBIT CARD PURCHASE Patreon* Membership Internet CA050925243888641022JK (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5,4203.31,
05/12/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05092524431054246Z2G (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.86,4208.31,
05/12/2025,"DEBIT CARD PURCHASE OTT* SOFTWHITEUNDERBEL SOFTWHITEUNDE CA0510252406466422X4J8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10,4216.17,
05/12/2025,"DEBIT CARD PURCHASE PIZZA HUT 37448 https://ipcha VA0507252494300405WEE5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-58.09,4272.38,
05/12/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA050925242481841004L9 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-100,4391.47,
05/09/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05062524431053Z45K8L (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4491.91,
05/08/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05052524431053Y454S2 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4494.47,
05/07/2025,"DEBIT CARD PURCHASE Amazon.com*NI8817GR2 Amzn.com/bill WA05052524692163X2Z9BL (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-24.05,474.96,
05/07/2025,"DEBIT CARD PURCHASE OLD VIRGINIA TOBACCO C MANASSAS VA05052524377353Y00018 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-34.5,499.01,
05/07/2025,"DEBIT CARD PURCHASE POS4208 PAYPAL *PYPL P San Jose CA05052524251313YF6JVD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-41.98,533.51,
05/07/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*NI8E61GO2 Amzn.com/bill WA05052524692163X2Z9N3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-63.33,625.49,
05/06/2025,"DEBIT CARD PURCHASE POS3018 CVS/PHARMACY # MANASSAS VA05022524251313XF6JVD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-0.87,756.71,
05/06/2025,"DEBIT CARD PURCHASE POS3018 CVS/PHARMACY # MANASSAS VA05022524251313XF6JVD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.35,757.58,
05/06/2025,"CASH ADVANCE ATM0100 7500 CENTREVIL MANASSAS PAR VA05022574251313X06GSL (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,766.93,
05/06/2025,"DEBIT CARD PURCHASE POS1 FOOD LION #138 MANASSAS VA05032524251313XF6JVD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.25,786.93,
05/05/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04302524431053T42ZZ3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,809.18,
05/05/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA05012524431053S43EFJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.34,811.76,
05/05/2025,"DEBIT CARD PURCHASE Amazon web services aws.amazon.co WA05022524692163V2XAH1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-7.69,819.10,
05/05/2025,"DEBIT CARD PURCHASE UBER *ONE HELP.UBER.COM CA05042524036293WMML4W (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.99,826.79,
05/05/2025,"DEBIT CARD PURCHASE Amazon.com*NB8KJ8CC1 Amzn.com/bill WA05022524692163S2ZNWN (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-18.82,836.78,
05/05/2025,"DEBIT CARD PURCHASE PAYPAL *ENTIRELYDIG 4029357733 CA04302524198803TF24DH (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22,855.60,
05/05/2025,"DEBIT CARD PURCHASE Amazon.com*N21FF0IU0 Amzn.com/bill WA05022524692163S2ZDSD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-31.79,877.60,
05/05/2025,"DEBIT CARD PURCHASE POSMOFP 7-ELEVEN Manassas Par VA05012524251313SF6JVQ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-39.9,909.39,
05/05/2025,"DEBIT CARD PURCHASE WENDYS 6635 703-257-5716 VA05032524943003W5TYQB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-45.05,994.29,
05/05/2025,"DEBIT CARD PURCHASE Amazon.com*NB2EK6ZP0 AMZN.COM/BILL WA05032524692163W2Y59W (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-59.99,1039.34,
05/05/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA05012524248183T0030Z (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-100,1099.33,
05/05/2025,"DEBIT CARD PURCHASE CHILIS GRILL & BAR #18 MANASSAS VA05022524231683V9FTD9 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-114.25,1199.33,
05/02/2025,"DEBIT CARD PURCHASE POSM6JQ 7-ELEVEN MANASSAS VA04302524251313TF6JVB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-8.06,3127.20,
05/02/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04292524431053R42HW1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.98,3135.26,
05/01/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04282524431053P423GA (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.22,3200.24,
04/28/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04252524431053L40W2L (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4386.00,
04/28/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04232524431053J3ZYX0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4388.58,
04/25/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04222524431053H3ZGL6 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4565.61,
04/25/2025,"DEBIT CARD PURCHASE POS5487 MCDONALD'S F18 MANASSAS VA04232524251313JF6JV9 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.06,4582.19,
04/24/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04212524431053G3Z2F5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,6011.15,
04/23/2025,"DEBIT CARD PURCHASE Amazon.com*WJ5XG3243 Amzn.com/bill WA04212524692163F2ZP99 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5.99,1691.37,
04/22/2025,"DEBIT CARD PURCHASE CLAUDE.AI SUBSCRIPTION ANTHROPIC.COM CA04202524011343F2X48J (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,1737.15,
04/22/2025,"DEBIT CARD PURCHASE POS1 GIANT LANDOVER MANASSAS VA04192524251313FF6JV8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-61.67,1757.15,
04/21/2025,"DEBIT CARD PURCHASE POSM6KE 7-ELEVEN Manassas VA04172524251313QF6JV8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-8.67,1818.81,
04/21/2025,"DEBIT CARD PURCHASE Spotify P35ED79234 New York NY04172524388863B00JGB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.99,1837.48,
04/21/2025,"DEBIT CARD PURCHASE GOOGLE *YouTubePremium g.co/helppay# CA04172524692163B35B4M (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.99,1857.47,
04/21/2025,"DEBIT CARD PURCHASE Amazon.com*9L5120UU3 AMZN.COM/BILL WA04192524692163D2Y404 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-25.39,1880.46,
04/21/2025,"DEBIT CARD PURCHASE OLD VIRGINIA TOBACCO C MANASSAS VA04192524377353E0001J (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-57.41,2012.63,
04/15/2025,"DEBIT CARD PURCHASE PP*APPLE.COM/BILL 402-935-7733 CA04132524036383722LA7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-0.99,2441.67,
04/15/2025,"DEBIT CARD PURCHASE POS0010 Netflix.com LOS GATOS CA041225242513138F6JV6 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-17.99,2442.66,
04/14/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA0409252443105343TZWX (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,3433.64,
04/14/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA0410252443105353SEQQ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.48,3436.22,
04/14/2025,"DEBIT CARD PURCHASE PLEXINC*PASS MONTHLY PLEX.TV CA041125241164135MM0VV (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.99,3440.70,
04/14/2025,"DEBIT CARD PURCHASE OTT* SOFTWHITEUNDERBEL SOFTWHITEUNDE CA0410252406466342X4TD (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-10,3445.69,
04/14/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*624KR6UQ3 Amzn.com/bill WA04112524692163530D1D (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-14.83,3455.69,
04/14/2025,"DEBIT CARD PURCHASE Amazon.com*653327FM3 Amzn.com/bill WA04112524692163530BFG (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-19.16,3470.52,
04/14/2025,"DEBIT CARD PURCHASE CURSOR, AI POWERED IDE CURSOR.COM NY0412252401134362X6X5 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-20,3489.68,
04/14/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*HV0OV3IP3 Amzn.com/bill WA04122524692163631QW3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-21.09,3509.68,
04/14/2025,"DEBIT CARD PURCHASE LS ROCKETFIZZ ALEXANDR 202-2971337 VA0412252401134362X722 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-40.96,3530.77,
04/14/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA04102524248183400505 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-100,3671.73,
04/11/2025,"DEBIT CARD PURCHASE OLD VIRGINIA TOBACCO C ARLINGTON VA0409252437735340001B (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-34.5,3771.67,
04/10/2025,"DEBIT CARD PURCHASE Patreon* Membership Internet CA0409252438886332F7ZG (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-5,3806.17,
04/10/2025,"DEBIT CARD PURCHASE POS5487 MCDONALD'S F18 MANASSAS VA040825242513133F6JW3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-43.62,3811.17,
04/09/2025,"DEBIT CARD PURCHASE PAYPAL *PYPL PAYIN4 888-221-1161 CA0406252402762311YMF9 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-13.24,394.55,
04/08/2025,"DEBIT CARD PURCHASE POS1 FOOD LION #138 MANASSAS VA040625242513131F6JW3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-3.21,407.79,
04/08/2025,"DEBIT CARD PURCHASE Amazon.com*516AZ7U13 Amzn.com/bill WA04072524692163136DPY (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.2,411.00,
04/08/2025,"DEBIT CARD PURCHASE POS1 FOOD LION #138 MANASSAS VA040625242513131F6JW3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-44.29,420.20,
04/08/2025,"DEBIT CARD PURCHASE POS0308 PAYPAL *PYPL P 8882211161 CA040625242513131F6JW3 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-177.52,464.49,
04/07/2025,"DEBIT CARD PURCHASE CPI*CANTEEN VENDING SU 800-628-8363 MD04032524692162X33KL4 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.85,1032.54,
04/07/2025,"DEBIT CARD PURCHASE PAYPAL *UBER EATS 402-935-7733 CA04042524036382Y229QA (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.05,1035.39,
04/07/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04042524431052Z3PWFM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-4.48,1039.44,
04/07/2025,"DEBIT CARD PURCHASE UBER *ONE HELP.UBER.COM CA04042524036292YLTRG0 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-9.99,1043.92,
04/07/2025,"DEBIT CARD PURCHASE POSM6KE 7-ELEVEN Manassas VA04032524251312YF6JW2 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-11.89,1053.91,
04/07/2025,"DEBIT CARD PURCHASE PAYPAL *UBER EATS 402-935-7733 CA04042524036382Y229AF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-22.96,1065.80,
04/07/2025,"DEBIT CARD PURCHASE Amazon.com*ZS4YW0YP3 AMZN.COM/BILL WA04032524692162X33KTW (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-60,1183.76,
04/04/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA04012524431052W3NHDL (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,1243.76,
04/04/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*1U5A63M03 Amzn.com/bill WA04022524692162W32A10 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-26.49,1246.34,
04/04/2025,"DEBIT CARD PURCHASE Amazon web services aws.amazon.co WA04022524692162W32HF8 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-38.52,1272.83,
04/04/2025,"DEBIT CARD PURCHASE POS4208 PAYPAL *EBAY 8 San Jose CA04022524251312XF6JW1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-39.21,1311.35,
04/04/2025,"DEBIT CARD PURCHASE POS4208 PAYPAL *EBAY 8 San Jose CA04022524251312XF6JW1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-61.94,1350.56,
04/03/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA03312524431052V3N3DQ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,2993.50,
04/03/2025,"DEBIT CARD PURCHASE PAYPAL *EBAY 800-456-3 402-935-7733 CA04012524036382V225LB (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-13.11,2996.08,
04/03/2025,"DEBIT CARD PURCHASE PAYPAL *EBAY 800-456-3 402-935-7733 CA04012524036382V225LA (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-18.93,3009.19,
04/03/2025,"DEBIT CARD PURCHASE PAYPAL *THERMOWORKS 801-756-7705 UT04012524027622V1YETR (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-30.27,3028.12,
04/03/2025,"DEBIT CARD PURCHASE POS0308 PAYPAL *PYPL P 8882211161 CA04022524251312WF6JW1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-59.57,3058.39,
04/03/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA04012524248182V004ER (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-100,3117.96,
04/01/2025,"DEBIT CARD PURCHASE 7-ELEVEN 33714 MANASSAS PARK VA03292524034542T05XMF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-13.5,3171.04,
04/01/2025,"DEBIT CARD PURCHASE POSMTMA 7-ELEVEN Manassas Par VA03292524251312SF6JW1 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-46.4,3217.54,
03/31/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA03282524431052R3LVZM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4087.51,
03/31/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA03272524431052P3LD7L (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4090.09,
03/31/2025,"DEBIT CARD PURCHASE 7-ELEVEN 33714 MANASSAS PARK VA03262524034542N059HV (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-16.52,4115.00,
03/31/2025,"DEBIT CARD PURCHASE Amazon.com*0Q41T4GP3 Amzn.com/bill WA03282524692162P2Y0B7 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-16.71,4131.52,
03/31/2025,"DEBIT CARD PURCHASE AMAZON MKTPL*OU2U84D03 Amzn.com/bill WA03282524692162P2Y0BK (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-21.19,4148.23,
03/31/2025,"DEBIT CARD PURCHASE Amazon.com*988Y53P23 AMZN.COM/BILL WA03282524692162P2Y2YM (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-65.8,4169.42,
03/28/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA03252524431052M3KDXA (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4517.21,
03/27/2025,"DEBIT CARD PURCHASE MARKET@WORK 2067379149 RENTON WA03242524431052L3JZLF (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-2.58,4529.79,
03/27/2025,"DEBIT CARD PURCHASE Amazon.com*0P85U43W3 Amzn.com/bill WA03262524692162M35MML (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-45.43,4532.37,
03/27/2025,"DEBIT CARD PURCHASE VIRGINIA RAILWAY EXPRE 800-7433873 VA03252524013392L051ZJ (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-96.6,4645.69,
03/25/2025,"DEBIT CARD PURCHASE PAYPAL *Roetto Michael Visa Direct CA03232524248182J00669 (Cash)",,"No Description",Cash,0,,0.000,USD,,0,,,,-50,1728.02,
